index,n(SMILES),PCE_ave(%),ROMol,p(SMILES),ROMol
569,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(C8=CC=C(/C=C9S/C(N(CCCCCCCC)C\9=O)=C(C#N)/C#N)C%10=NSN=C%108)=C7)(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C=C4C%13=C2C(SC(C%14=CC=C(/C=C%15S/C(N(CCCCCCCC)C\%15=O)=C(C#N)/C#N)C%16=NSN=C%16%14)=C%17)=C%17S%13,7.85,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db05d0>,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300030>
570,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(C8=CC=C(/C=C9S/C(N(CCCCCC)C\9=O)=C(C#N)/C#N)C%10=NSN=C%108)=C7)(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C=C4C%13=C2C(SC(C%14=CC=C(/C=C%15S/C(N(CCCCCC)C\%15=O)=C(C#N)/C#N)C%16=NSN=C%16%14)=C%17)=C%17S%13,9.17,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db0630>,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300090>
571,O=C(/C(S/1)=C/C2=CC=C(C3=NSN=C32)C4=CC=C(C5=CC=C(C=C5C6(CCCCCCCC)CCCCCCCC)C7=CC=C(/C=C8C(N(/C(S/8)=C(C#N)/C#N)CC)=O)C9=NSN=C97)C6=C4)N(CC)C1=C(C#N)/C#N,3.1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db0690>,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c53000f0>
572,O=C(/C(S/1)=C/C2=CC=C(C3=NSN=C32)C4=CC=C(C5=CC=C(C=C5C67C8=CC(C(C9=NSN=C9%10)=CC=C%10/C=C%11S/C(N(CC)C\%11=O)=C(C#N)/C#N)=CC=C8C%12=CC=C(C=C%127)C%13=CC=C(C%14=NSN=C%14%13)/C=C%15C(N(/C(S/%15)=C(C#N)/C#N)CC)=O)C%16=CC=C(/C=C%17C(N(/C(S/%17)=C(C#N)/C#N)CC)=O)C%18=NSN=C%18%16)C6=C4)N(CC)C1=C(C#N)/C#N,1.32,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db06f0>,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300150>
573,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,7.6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db0750>,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(Cl)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C(F)C(F)=C(C8=CC=C(C)S8)C9=NN(CC(CCCCCC)CCCCCCCC)N=C97)S6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c53001b0>
574,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,4.43,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db07b0>,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=C(Cl)C(Cl)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C(F)C(F)=C(C8=CC=C(C)S8)C9=NN(CC(CCCCCC)CCCCCCCC)N=C97)S6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300210>
575,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,7.8,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db0810>,CC(SC1=C2C3=CC(Cl)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(Cl)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C(F)C(F)=C(C8=CC=C(C)S8)C9=NN(CC(CCCCCC)CCCCCCCC)N=C97)S6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300270>
576,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,9.25,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db0870>,CC(SC1=C2C3=C(Cl)C(Cl)=C(CC(CC)CCCC)S3)=CC1=C(C4=C(Cl)C(Cl)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C(F)C(F)=C(C8=CC=C(C)S8)C9=NN(CC(CCCCCC)CCCCCCCC)N=C97)S6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c53002d0>
577,O=C1N(C(CCCCC)CCCCC)C(C2=C3C(C4=C5C=C31)=C(C6=C7C4=C([Se]5)C=C(C(N(C(CCCCC)CCCCC)C8=O)=O)C7=C8C=C69)C(C%10=C9C(C=C%11C(N(C(CCCCC)CCCCC)C%12=O)=O)=C%13C%14=C%10C=C%15C%16=C(C(N(C(CCCCC)CCCCC)C%15=O)=O)C=CC(C%17=C%13C%11=C%12C=C%17)=C%14%16)=C2)=O,6.56,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db08d0>,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300330>
578,O=C1N(C(CCCCC)CCCCC)C(C2=C3C(C4=C5C=C31)=C(C6=C7C4=C([Se]5)C=C(C(N(C(CCCCC)CCCCC)C8=O)=O)C7=C8C=C69)C(C%10=C9C(C=C%11C(N(C(CCCCC)CCCCC)C%12=O)=O)=C%13C%14=C%10C=C%15C%16=C(C(N(C(CCCCC)CCCCC)C%15=O)=O)C=C%17C(C%18=C%13C%11=C%12C=C%18[Se]%17)=C%14%16)=C2)=O,4.37,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db0930>,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300390>
579,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8S(C(C=CC=C9)=C9C\8=C(C#N)\C#N)(=O)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13S(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)(=O)=O)=C%15)=C%15S%12,4.17,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db0990>,CC1=CC2=C(S1)C(CCC(CCCC)CCCCCC)=C3C=C(SC3=C2CCC(CCCC)CCCCCC)C4=CC=C(S4)C5=C(C(F)=C(C6=NN(N=C65)CC(CCCC)CCCCCC)C7=CC=C(S7)C)F,<rdkit.Chem.rdchem.Mol object at 0x7fe8c53003f0>
580,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,8.28,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db09f0>,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300450>
581,O=C(N1C(CCCCC)CCCCC)C2=C3C4=C(C=C2)C5=CC=C6C7=C(C(N(C(CCCCC)CCCCC)C6=O)=O)C=C(C#CC8=CC(C#CC9=CC(C(N%10C(CCCCC)CCCCC)=O)=C%11C(C%12=CC=C%11C%10=O)=C9C%13=CC=C%14C%15=C(C(N(C(CCCCC)CCCCC)C%14=O)=O)C=CC%12=C%13%15)=C%16C=CC%17=C(C#CC%18=CC(C(N%19C(CCCCC)CCCCC)=O)=C%20C%21=C%18C%22=CC=C%23C%24=C(C(N(C(CCCCC)CCCCC)C%23=O)=O)C=CC(C%21=CC=C%20C%19=O)=C%22%24)C=C(C#CC%25=CC(C(N%26C(CCCCC)CCCCC)=O)=C%27C%28=C%25C%29=CC=C%30C%31=C(C(N(C(CCCCC)CCCCC)C%30=O)=O)C=CC(C%28=CC=C%27C%26=O)=C%29%31)C%32=C%17C%16=C8C=C%32)C(C4=CC=C3C1=O)=C57,7.65,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db0a50>,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c53004b0>
582,O=C(N1C(CCCCC)CCCCC)C2=C3C4=C(C=C2)C5=CC=C6C7=C(C(N(C(CCCCC)CCCCC)C6=O)=O)C=C(C#CC8=CC(C#CC9=CC(C(N%10C(CCCCC)CCCCC)=O)=C%11C(C%12=CC=C%11C%10=O)=C9C%13=CC=C%14C%15=C(C(N(C(CCCCC)CCCCC)C%14=O)=O)C=CC%12=C%13%15)=C%16C=CC%17=C(C#CC%18=CC(C(N%19C(CCCCC)CCCCC)=O)=C%20C%21=C%18C%22=CC=C%23C%24=C(C(N(C(CCCCC)CCCCC)C%23=O)=O)C=CC(C%21=CC=C%20C%19=O)=C%22%24)C=C(C#CC%25=CC(C(N%26C(CCCCC)CCCCC)=O)=C%27C%28=C%25C%29=CC=C%30C%31=C(C(N(C(CCCCC)CCCCC)C%30=O)=O)C=CC(C%28=CC=C%27C%26=O)=C%29%31)C%32=C%17C%16=C8C=C%32)C(C4=CC=C3C1=O)=C57,6.7,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db0ab0>,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300510>
583,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,7.64,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db0b10>,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300570>
584,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,10.5,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db0b70>,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c53005d0>
585,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,8.12,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db0bd0>,CC(SC1=C2C3=CC=C(C4=CC(C=CC(CC(CCCCCCCC)CCCCCC)=C5)=C5C=C4)S3)=CC1=C(C6=CC=C(C7=CC(C=CC(OCC(CCCCCCCC)CCCCCC)=C8)=C8C=C7)S6)C9=C2C=C(S9)C%10=C(CC(CC)CCCC)C=C(C%11=C%12C(C(C%13=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C%13C%12=O)=O)=C(C%14=CC(CC(CC)CCCC)=C(C)S%14)S%11)S%10,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300630>
586,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,9.9,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db0c30>,CC(SC1=C2C3=CC=C(C4=CC(C=CC(CC(CCCCCCCC)CCCCCC)=C5)=C5C=C4)S3)=CC1=C(C6=CC=C(C7=CC(C=CC(OCC(CCCCCCCC)CCCCCC)=C8)=C8C=C7)S6)C9=C2C=C(S9)C%10=C(CC(CC)CCCC)C=C(C%11=C%12C(C(C%13=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C%13C%12=O)=O)=C(C%14=CC(CC(CC)CCCC)=C(C)S%14)S%11)S%10,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300690>
587,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,5.35,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db0c90>,CC(SC1=C2C3=CC=C(C4=CC(C=CC(CC(CCCCCCCC)CCCCCC)=C5)=C5C=C4)S3)=CC1=C(C6=CC=C(C7=CC(C=CC(OCC(CCCCCCCC)CCCCCC)=C8)=C8C=C7)S6)C9=C2C=C(S9)C%10=C(CC(CC)CCCC)C=C(C%11=C%12C(C(C%13=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C%13C%12=O)=O)=C(C%14=CC(CC(CC)CCCC)=C(C)S%14)S%11)S%10,<rdkit.Chem.rdchem.Mol object at 0x7fe8c53006f0>
588,O=C(N(CC)/C1=C(C#N)/C#N)/C(S1)=C/C(C2=NSN=C23)=CC=C3C4=CC5=C(C6=C(C5(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)C=C(C9=C(C%10(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C=C(C%13=CC=C(/C=C(S/%14)\C(N(CC)C%14=C(C#N)\C#N)=O)C%15=NSN=C%15%13)S9)C%10=C6)S4,2.5,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db0cf0>,CC1=CC(CCCCCC)=C(C)S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300750>
589,O=C(N(CC)/C1=C(C#N)/C#N)/C(S1)=C/C(C2=NN(CCCCCCCC)N=C23)=CC=C3C4=CC5=C(C6=C(C5(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)C=C(C9=C(C%10(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C=C(C%13=CC=C(/C=C(S/%14)\C(N(CC)C%14=C(C#N)\C#N)=O)C%15=NN(CCCCCCCC)N=C%15%13)S9)C%10=C6)S4,5.48,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db0d50>,CC1=CC(CCCCCC)=C(C)S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c53007b0>
590,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C4(CC(CC)CCCC)CC(CC)CCCC)=C(S3)C5=C4C=C(S5)C6=C(F)C=C(C(S7)=CC8=C7C(SC(/C=C9C(C(C=C(F)C(F)=C%10)=C%10C\9=C(C#N)\C#N)=O)=C%11)=C%11C8(CC(CC)CCCC)CC(CC)CCCC)C(F)=C6,10.79,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db0db0>,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300810>
591,O=C(C(C=C(Cl)C(Cl)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C4(CC(CC)CCCC)CC(CC)CCCC)=C(S3)C5=C4C=C(S5)C6=C(F)C=C(C(S7)=CC8=C7C(SC(/C=C9C(C(C=C(Cl)C(Cl)=C%10)=C%10C\9=C(C#N)\C#N)=O)=C%11)=C%11C8(CC(CC)CCCC)CC(CC)CCCC)C(F)=C6,11.36,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db0e10>,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300870>
592,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,11.89,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db0e70>,CC(SC1=C2C3=CC=C(C4=CC=C(SCC(CCCCCC)CCCCCCCC)C=C4)C=C3)=CC1=C(C5=CC=C(C6=CC=C(SCC(CCCCCC)CCCCCCCC)C=C6)C=C5)C7=C2C=C(C8=CC=C(C9=C(F)C(F)=C(C%10=CC=C(C)S%10)C%11=NN(CC(CCCCCC)CCCCCCCC)N=C%119)S8)S7,<rdkit.Chem.rdchem.Mol object at 0x7fe8c53008d0>
593,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC(C)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC(C)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,10.66,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db0ed0>,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300930>
594,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC([Si]4(CCCCCCCCC)CCCCCCCC)=C(S3)C5=C4C6=C(CCCCCC)C(SC7=C8[Si](CCCCCCCC)(CCCCCCCC)C9=C7SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)\C#N)=O)=C9)=C8C(CCCCCC)=C6S5,8.1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db0f30>,CC1=CC(C(S1)=C2C3=CC=C(CC(CCCCCC)CCCCCCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CCCCCCCC)N=C68)S5)S4)C9=CC=C(CC(CCCCCC)CCCCCCCC)S9,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300990>
595,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC([Si]4(CCCCCCCCC)CCCCCCCC)=C(S3)C5=C4C6=C(CCCCCC)C(SC7=C8[Si](CCCCCCCC)(CCCCCCCC)C9=C7SC(/C=C%10C(C(C=C(F)C(F)=C%11)=C%11C\%10=C(C#N)\C#N)=O)=C9)=C8C(CCCCCC)=C6S5,3.0,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db0f90>,CC1=CC(C(S1)=C2C3=CC=C(CC(CCCCCC)CCCCCCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CCCCCCCC)N=C68)S5)S4)C9=CC=C(CC(CCCCCC)CCCCCCCC)S9,<rdkit.Chem.rdchem.Mol object at 0x7fe8c53009f0>
596,O=C(C(C=C(Cl)C(Cl)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC([Si]4(CCCCCCCCC)CCCCCCCC)=C(S3)C5=C4C6=C(CCCCCC)C(SC7=C8[Si](CCCCCCCC)(CCCCCCCC)C9=C7SC(/C=C%10C(C(C=C(Cl)C(Cl)=C%11)=C%11C\%10=C(C#N)\C#N)=O)=C9)=C8C(CCCCCC)=C6S5,2.7,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db1030>,CC1=CC(C(S1)=C2C3=CC=C(CC(CCCCCC)CCCCCCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CCCCCCCC)N=C68)S5)S4)C9=CC=C(CC(CCCCCC)CCCCCCCC)S9,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300a50>
597,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC([Si]4(CCCCCCCCC)CCCCCCCC)=C(S3)C5=C4C6=C(CCCCCC)C(SC7=C8[Si](CCCCCCCC)(CCCCCCCC)C9=C7SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)\C#N)=O)=C9)=C8C(CCCCCC)=C6S5,7.1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db1090>,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300ab0>
598,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC([Si]4(CCCCCCCCC)CCCCCCCC)=C(S3)C5=C4C6=C(CCCCCC)C(SC7=C8[Si](CCCCCCCC)(CCCCCCCC)C9=C7SC(/C=C%10C(C(C=C(F)C(F)=C%11)=C%11C\%10=C(C#N)\C#N)=O)=C9)=C8C(CCCCCC)=C6S5,9.2,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db10f0>,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300b10>
