index,n(SMILES),PCE_ave(%),ROMol,p(SMILES),ROMol
362,O=C(N(C(CCCCC)CCCCC)C1=O)C2=CCC(C3=C4C5=CC1=C32)=C6C(C7=CC8=C9C%10=C7C%11=CC=C(C(N%12C(CCCCC)CCCCC)=O)C%13=C%11C(C%10=C%14C=C9C(N(C(CCCCC)CCCCC)C8=O)=O)=C(S%14)C=C%13C%12=O)C=C%15C%16=C6C4=C(S5)C=C%16C(N(C(CCCCC)CCCCC)C%15=O)=O,6.9,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dab7b0>,CC1=CC=C(C(S2)=C3C(C(C4=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C4C3=O)=O)=C2C5=CC=C(C6=CC7=C(C8=C(C9=CC=C(CCCCCCCC)S9)C(SC%10=C%11SC(C)=C%10)=C%11C(C%12=CC=C(CCCCCCCC)S%12)=C8S7)S6)S5)S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fb150>
363,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CCC(C3=C4C5=CC1=C32)=C6C(C7=CC8=C9C%10=C7C%11=CC=C(C(N%12C(CCCCCC)CCCCCC)=O)C%13=C%11C(C%10=C%14C=C9C(N(C(CCCCCC)CCCCCC)C8=O)=O)=C([Se]%14)C=C%13C%12=O)C=C%15C%16=C6C4=C([Se]5)C=C%16C(N(C(CCCCCC)CCCCCC)C%15=O)=O,8.23,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dab810>,CC1=CC=C(C(S2)=C3C(C(C4=C(CC(CCCC)CC)SC(CC(CCCC)CC)=C4C3=O)=O)=C2C5=CC=C(C6=CC7=C(C8=C(C9=CC=C(CCCCCCCC)S9)C(SC%10=C%11SC(C)=C%10)=C%11C(C%12=CC=C(CCCCCCCC)S%12)=C8S7)S6)S5)S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fb1b0>
364,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,5.26,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dab870>,CC1=CC(C(S1)=C2C3=CC=C(CC(CC)CCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C68)S5)S4)C9=CC=C(CC(CC)CCCC)S9,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fb210>
365,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,8.67,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dab8d0>,CC1=CC(C(S1)=C2C3=CC=C(SCC(CC)CCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C68)S5)S4)C9=CC=C(SCC(CC)CCCC)S9,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fb270>
366,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,9.22,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dab930>,CC1=CC(C(S1)=C2C3=CC=C(SCCCCCCCCCCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C68)S5)S4)C9=CC=C(SCCCCCCCCCCCC)S9,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fb2d0>
367,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,10.28,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dab990>,CC1=CC(C(S1)=C2C3=CC=C(SCCCCCCCCCCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C68)S5)S4)C9=CC=C(SCCCCCCCCCCCC)S9,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fb330>
368,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(S4)=C(S3)C5=C4C6=CC(C(C7=C8SC9=C7SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)\C#N)=O)=C9)(C%12=CC=CC(CCCCCC)=C%12)C%13=CC(CCCCCC)=CC=C%13)=C8C=C6C(C%14=CC(CCCCCC)=CC=C%14)5C%15=CC=CC(CCCCCC)=C%15,11.49,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dab9f0>,CC1=CC(C(S1)=C2C3=CC=C(SCCCCCCCCCCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C68)S5)S4)C9=CC=C(SCCCCCCCCCCCC)S9,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fb390>
369,O=C(N(CC)/C(S/1)=C(C#N)\C#N)C1=C\C(S2)=C(SC(C(OCCCCCCCC)=O)=C3)C3=C2C(S4)=CC5=C4C6=CC(C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C%10SC(C%11=C%12C(SC(C(OCCCCCCCC)=O)=C%12)=C(/C=C%13S/C(N(C\%13=O)CC)=C(C#N)/C#N)S%11)=C9)=C%10C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15,9.89,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6daba50>,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fb3f0>
370,O=C1C2=C(C(/C1=C/C(S3)=CC4=C3C5=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C8=CC(SC9=C%10C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C9SC(/C=C%14C(C(C=CC=C%15)=C%15C\%14=C(C#N)\C#N)=O)=C%13)=C%10C=C8S5)=C(C#N)/C#N)C=CC=C2,10.15,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dabab0>,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fb450>
371,O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC5=C4C6=CC(C(CCCCCCCC)(CCCCCCCC)C7=C8SC(C9=CC=C(/C=C%10SC(N(CC)C\%10=O)=S)C%11=NSN=C9%11)=C7)=C8C=C6C5(CCCCCCCC)CCCCCCCC)N(CC)C1=S,11.2,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dabb10>,FC(C(F)=C(C1=CC=C(C)S1)C2=NN(CCC)N=C32)=C3C4=C(CC(CCCCCCCCCC)CCCCCCCCCCCC)C=C(C5=C(C=CS6)C6=C(C7=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(C)S7)C8=C5SC=C8)S4,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fb4b0>
372,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC(C(S3)=CC=C3C4=C(C5=CC=C(C6=CC7C8C9=C6C%10=CC=C(C(N%11C(CCCCCC)CCCCCC)=O)C%12=C%10C(C9=CC=C8C(N(C(CCCCCC)CCCCCC)C7=O)=O)=CC=C%12C%11=O)S5)C=C(C%13=CC=C(C(C=C%14C(N(C(CCCCCC)CCCCCC)C%15=O)=O)=C%16C%17=C%14C%15=CC=C%17C%18=CC=C(C%19=O)C%20C%18=C%16C=CC%20C(N%19C(CCCCCC)CCCCCC)=O)S%13)C(C%21=CC=C(C%22=CC%23C%24C%25=C%22C%26=CC=C(C(N%27C(CCCCCC)CCCCCC)=O)C%28=C%26C(C%25=CC=C%24C(N(C(CCCCCC)CCCCCC)C%23=O)=O)=CC=C%28C%27=O)S%21)=C4)=C(C%29=C%30C=CC1C%292)C%31=CC=C%32C%33=C%31C%30=CC=C%33C(N(C(CCCCCC)CCCCCC)C%32=O)=O,6.67,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dabb70>,FC(C(F)=C(C1=CC=C(S1)C)C2=NSN=C23)=C3C4=CC=C(C5=C(CC(CCCCCC)CCCCCCC)C=C(C6=C(C(OCC(CCCCCCCC)CCCCCCCCC)=O)C=C(C7=C(F)C(F)=C(C8=CC(C(OCC(CCCCCCCC)CCCCCCCCC)=O)=C(C9=CC(CC(CCCCCC)CCCCCCC)=C(C)S9)S8)C%10=NSN=C7%10)S6)S5)S4,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fb510>
373,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC3=C(C4=C5C=CC1C42)C6=C(C7=C3SC(C8=C(C9=CC(C(C=C%10C(N(C(CCCCCC)CCCCCC)C%11=O)=O)=C%12C%13=C%10C%11=CC=C%13C%14=CC=C(C%15=O)C%16C%14=C%12C%17=CC%16C(N%15C(CCCCCC)CCCCCC)=O)=C%17S9)C=C(C%18=CC%19=C(C(C=C%20C(N(C(CCCCCC)CCCCCC)C%21=O)=O)=C%22C%23=C%20C%21=CC=C%23C%24=CC=C(C%25=O)C%26C%24=C%22C%19=CC%26C(N%25C(CCCCCC)CCCCCC)=O)S%18)C(C%27=CC(C(C=C%28C(N(C(CCCCCC)CCCCCC)C%29=O)=O)=C%30C%31=C%28C%29=CC=C%31C%32=CC=C(C%33=O)C%34C%32=C%30C%35=CC%34C(N%33C(CCCCCC)CCCCCC)=O)=C%35S%27)=C8)=C7)C=C%36C%37=C6C5=CC=C%37C(N(C(CCCCCC)CCCCCC)C%36=O)=O,10.37,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dabbd0>,FC(C(F)=C(C1=CC=C(S1)C)C2=NSN=C23)=C3C4=CC=C(C5=C(CC(CCCCCC)CCCCCCC)C=C(C6=C(C(OCC(CCCCCCCC)CCCCCCCCC)=O)C=C(C7=C(F)C(F)=C(C8=CC(C(OCC(CCCCCCCC)CCCCCCCCC)=O)=C(C9=CC(CC(CCCCCC)CCCCCCC)=C(C)S9)S8)C%10=NSN=C7%10)S6)S5)S4,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fb570>
374,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(S3)C7=C4C8=C(OCC(CC)CCCC)C(SC9=C%10C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C9SC(/C=C%14C(C(C=CC=C%15)=C%15C\%14=C(C#N)\C#N)=O)=C%13)=C%10C(OCC(CC)CCCCC)=C8S7,8.3,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dabc30>,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fb5d0>
375,O=C(C(C=C(Cl)C(Cl)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(C4(C5=CC=C(CCCCCC)C=C5)C6=CC=C(CCCCCC)C=C6)=C(S3)C7=C4C8=C(OCC(CC)CCCC)C(SC9=C%10C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C9SC(/C=C%14C(C(C=C(Cl)C(Cl)=C%15)=C%15C\%14=C(C#N)\C#N)=O)=C%13)=C%10C(OCC(CC)CCCCC)=C8S7,11.2,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dabc90>,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fb630>
376,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,11.0,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dabcf0>,CCCCC(CC)CSC1=CC=C(C(C2=C3C=C(C4=CC(C(OCCCCCCCC)=O)=C(C5=CC=C(C)S5)S4)S2)=C6C(SC(C7=CC(C(OCCCCCCCC)=O)=C(C)S7)=C6)=C3C8=CC=C(SCC(CC)CCCC)S8)S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fb690>
377,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,14.0,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dabd50>,CCCCC(CC)CSC1=CC=C(C(C2=C3C=C(C4=CC(C(OCCCCCCCCCC)=O)=C(C5=CC=C(C)S5)S4)S2)=C6C(SC(C7=CC(C(OCCCCCCCCCC)=O)=C(C)S7)=C6)=C3C8=CC=C(SCC(CC)CCCC)S8)S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fb6f0>
378,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,10.8,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dabdb0>,CCCCC(CC)CSC1=CC=C(C(C2=C3C=C(C4=CC(C(OCCC(C)CCCC(C)C)=O)=C(C5=CC=C(C)S5)S4)S2)=C6C(SC(C7=CC(C(OCCC(C)CCCC(C)C)=O)=C(C)S7)=C6)=C3C8=CC=C(SCC(CC)CCCC)S8)S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fb750>
379,O=C(N(C(CCCCC)CCCCC)C1=O)C2=CC3=C(SC4=C5SC6=C4C(C7=CC=C(CCCCCC)C=C7)(C8=CC=C(CCCCCC)C=C8)C9=C6C=C%10C(C(S%11)=C(C(C%12=CC=C(CCCCCC)C=C%12)%10C%13=CC=C(CCCCCC)C=C%13)C%14=C%11C%15=C%16C=C%17C%18=C%19C%16=C(C(C=C%20C(N(C(CCCCC)CCCCC)C%21=O)=O)=C%15S%14)C(C%20=C%21C=C%22)=C%22C%19=CC=C%18C(N(C(CCCCC)CCCCC)C%17=O)=O)=C9)C5=C%23C=C%24C%25=C%26C%23=C3C(C2=C1C=C%27)=C%27C%26=CC=C%25C(N(C(CCCCC)CCCCC)C%24=O)=O,7.77,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dabe10>,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fb7b0>
380,O=C(N(CCCCCCCC)C1=O)C2=CC=C(C3=C4C(C5=CC=CS5)=CC1C32)C6=C(C7=CC=CS7)C=C8C9=C6C4=CC=C9C(N(CCCCCCCC)C8=O)=O,0.19,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dabe70>,CC1=CC(CCCCCC)=C(C)S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fb810>
381,O=C(N(CCCCCCCC)C1=O)C2=CC=C(C3=C4C(C5=CC=C(CCCCCC)S5)=CC1C32)C6=C(C7=CC=C(CCCCCC)S7)C=C8C9=C6C4=CC=C9C(N(CCCCCCCC)C8=O)=O,0.02,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dabed0>,CC1=CC(CCCCCC)=C(C)S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fb870>
382,O=C(N(CCCCCCCC)C1=O)C2=CC=C(C3=C4C(C5=CC=C(C6=CC=CS6)S5)=CC1C32)C7=C(C8=CC=C(C9=CC=CS9)S8)C=C%10C%11=C7C4=CC=C%11C(N(CCCCCCCC)C%10=O)=O,0.11,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dabf30>,CC1=CC(CCCCCC)=C(C)S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fb8d0>
383,O=C(N(CCCCCCCC)C1=O)C2=CC=C(C3=C4C(C5=CC=C(C6=CC=C(CCCCCC)S6)S5)=CC1C32)C7=C(C8=CC=C(C9=CC=C(CCCCCC)S9)S8)C=C%10C%11=C7C4=CC=C%11C(N(CCCCCCCC)C%10=O)=O,0.07,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dabf90>,CC1=CC(CCCCCC)=C(C)S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fb930>
384,O=C(N(C(CCCCCCCC)CCCCCCCC)C1=O)C2=CC=C3C4=C2C1=CC=C4C5=C6C(C7=CC=C8C9=C7C6=CC=C9C(N(C(CCCCCCCC)CCCCCCCC)C8=O)=O)=C%10C(C%11=CC=C%12C%13=C%11C%10=CC=C%13C(N(C(CCCCCCCC)CCCCCCCC)C%12=O)=O)=C53,1.6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dac030>,CC1=CC(CCCCCC)=C(C)S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fb990>
385,O=C(N(C(CC)CC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=CC=C6C7=C5C4=CC=C7C(N(C(CC)CC)C6=O)=O,3.64,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dac090>,O=C(C1=CC2=C(SC(C3=CC4=C(S3)C(C5=CC=C(S5)CC(CCCC)CC)=C6C=C(SC6=C4C7=CC=C(S7)CC(CCCC)CC)C)=C2S1)C)CC(CC)CCCC,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fb9f0>
386,C12=C3C4=C5C1=C6C=CC2=CC=C3C=CC4=CC=C5C=C6,0.19,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dac0f0>,CC1=CC(CCCCCC)=C(C)S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fba50>
387,O=C(N1CCCCCC)C2=CC(C3=C4C5=C(C6=C3)C(C7=C58)=C(C=C6)C=CC7=CC=C8C=C4)=CC=C2C1=O,0.32,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dac150>,CC1=CC(CCCCCC)=C(C)S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fbab0>
388,O=C(N(CCCCCC)C1=O)C2=CC=C(C3=C4C5=C(C6=C3)C(C7=C58)=C(C=C6)C=CC7=CC=C8C=C4)C9=C2C1=CC=C9,1.03,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dac1b0>,CC1=CC(CCCCCC)=C(C)S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fbb10>
389,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC(C7=CC=C(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)S7)=C6)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C=C(C%13=CC=C(/C=C%14C(C(C=CC=C%15)=C%15C\%14=C(C#N)\C#N)=O)S%13)S%12,3.93,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dac210>,O=C(C1=CC2=C(SC(C3=CC4=C(S3)C(C5=CC=C(S5)CC(CCCC)CC)=C6C=C(SC6=C4C7=CC=C(S7)CC(CCCC)CC)C)=C2S1)C)CC(CC)CCCC,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fbb70>
390,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=C(C6=CC=C(C(C7=CC=C(C8=C(C9=CC=C(C%10=O)C%11C9=C%12C=CC%11C(N%10C(CCCCCC)CCCCCC)=O)C(C%12=CC=C%13C(N(C(CCCCCC)CCCCCC)C%14=O)=O)=C%13C%14=C8)C=C7)(C%15=CC=C(C%16=C(C%17=C%18C=CC%19C%17C(C(N(C(CCCCCC)CCCCCC)C%19=O)=O)=C%16)C%20=CC=C%21C%22=C%20C%18=CC=C%22C(N(C(CCCCCC)CCCCCC)C%21=O)=O)C=C%15)C%23=CC=C(C%24=C(C%25=C%26C=CC%27C%25C(C(N(C(CCCCCC)CCCCCC)C%27=O)=O)=C%24)C%28=CC=C%29C%30=C%28C%26=CC=C%30C(N(C(CCCCCC)CCCCCC)C%29=O)=O)C=C%23)C=C6)C=C%31C%32=C5C4=CC=C%32C(N(C(CCCCCC)CCCCCC)C%31=O)=O,4.3,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dac270>,CC1=C(C=C(S1)C2=C(C(F)=C(C3=NSN=C32)C4=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(S4)C5=CC=C(S5)C6=CC=C(S6)C)F)CC(CCCCCCCCCCCC)CCCCCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fbbd0>
391,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=C(C6=CC=C([Si](C7=CC=C(C8=C(C9=CC=C(C%10=O)C%11C9=C%12C=CC%11C(N%10C(CCCCCC)CCCCCC)=O)C(C%12=CC=C%13C(N(C(CCCCCC)CCCCCC)C%14=O)=O)=C%13C%14=C8)C=C7)(C%15=CC=C(C%16=C(C%17=C%18C=CC%19C%17C(C(N(C(CCCCCC)CCCCCC)C%19=O)=O)=C%16)C%20=CC=C%21C%22=C%20C%18=CC=C%22C(N(C(CCCCCC)CCCCCC)C%21=O)=O)C=C%15)C%23=CC=C(C%24=C(C%25=C%26C=CC%27C%25C(C(N(C(CCCCCC)CCCCCC)C%27=O)=O)=C%24)C%28=CC=C%29C%30=C%28C%26=CC=C%30C(N(C(CCCCCC)CCCCCC)C%29=O)=O)C=C%23)C=C6)C=C%31C%32=C5C4=CC=C%32C(N(C(CCCCCC)CCCCCC)C%31=O)=O,4.3,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dac2d0>,CC1=C(C=C(S1)C2=C(C(F)=C(C3=NSN=C32)C4=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(S4)C5=CC=C(S5)C6=CC=C(S6)C)F)CC(CCCCCCCCCCCC)CCCCCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fbc30>
392,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=C(C6=CC=C([Ge](C7=CC=C(C8=C(C9=CC=C(C%10=O)C%11C9=C%12C=CC%11C(N%10C(CCCCCC)CCCCCC)=O)C(C%12=CC=C%13C(N(C(CCCCCC)CCCCCC)C%14=O)=O)=C%13C%14=C8)C=C7)(C%15=CC=C(C%16=C(C%17=C%18C=CC%19C%17C(C(N(C(CCCCCC)CCCCCC)C%19=O)=O)=C%16)C%20=CC=C%21C%22=C%20C%18=CC=C%22C(N(C(CCCCCC)CCCCCC)C%21=O)=O)C=C%15)C%23=CC=C(C%24=C(C%25=C%26C=CC%27C%25C(C(N(C(CCCCCC)CCCCCC)C%27=O)=O)=C%24)C%28=CC=C%29C%30=C%28C%26=CC=C%30C(N(C(CCCCCC)CCCCCC)C%29=O)=O)C=C%23)C=C6)C=C%31C%32=C5C4=CC=C%32C(N(C(CCCCCC)CCCCCC)C%31=O)=O,1.6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dac330>,CC1=C(C=C(S1)C2=C(C(F)=C(C3=NSN=C32)C4=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(S4)C5=CC=C(S5)C6=CC=C(S6)C)F)CC(CCCCCCCCCCCC)CCCCCCCCCC,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fbc90>
393,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC(C7=CC=C(/C=C(C#N)/C#N)C8=NSN=C87)=C6)(C9=CC=C(CCCCCC)C=C9)C%10=CC=C(CCCCCC)C=C%10)C=C4C%11=C2C=C(C%12=CC=C(/C=C(C#N)/C#N)C%13=NSN=C%13%12)S%11,4.19,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6dac390>,O=C(C1=CC2=C(SC(C3=CC4=C(S3)C(C5=CC=C(S5)CC(CCCC)CC)=C6C=C(SC6=C4C7=CC=C(S7)CC(CCCC)CC)C)=C2S1)C)CC(CC)CCCC,<rdkit.Chem.rdchem.Mol object at 0x7fe8c52fbcf0>
